lemma_concat,0.9411704,0.018216526,0.87866575,0.012205617,0.55161905,0.04578725
byte_pair_fixed,0.9201311,0.0050947424,0.890271,0.0037897497,0.56704766,0.015982982
lemma_fixed,0.9396412,0.006262107,0.89023626,0.0030348937,0.59942853,0.014127376
lemma_concat_fixed,0.9445241,0.013998255,0.87282836,0.018581335,0.5961904,0.046006996
